smiles,scores
B#CC1=CC(=O)NC(=O)NC1C2=C(C)C=CCC2=CC3=CC(C)=CC=C3F,10000.0
CC1=CCCC=C2C1=CC(CC3=CC=CC=C3)=C(O)C4=CC(=O)NCNC24,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(F)C(C)(C4=CC=CC=C4)CCC3=C1,-8.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CCC3)C=C1C4=CC=CC=N4,-8.0
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)CC=CC3=C1Cl,-8.4
CC1=CC2(O)CC(=O)NC(=O)NC2C3=CCC(Cl)=C(N)C3=C1C4=CC=CC(Cl)=C4,-6.7
CC1=CC2=CCNC(=O)NC2C3=C(C)C(O)=C(Cl)C3=C1C4=CC=CC(C)=C4,-7.7
CC=CC1=CC(=O)NC(=O)NC1C2=C(C)C=CC(Cl)C2=C(O)C3=CC=CC=C3O,-6.2
O=C1NC(=O)C2=CC=CC(C3=CC=CC=C3)=C4C(=CC(Br)=C4NNO)C2N1,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3C(C)=NCCC3=C1C4=CC=CC(C)=C4C,10000.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CC(C)=C(Cl)C3=C1,-8.6
CC1=CC(=O)C(NC(N)=O)C2=C(C)CC(Cl)=CC2=C1C3=CC=CC(C)=C3,-6.7
O=C1C=CC2=CC=C3C(Br)=CCC(C4=CC=CC=C4)C=C3C2NN1,-6.6
CC1=CC2=CC(=O)NC(=O)C2C3=CC(N)=C(NN)C3=C1C4=CC=CC=C4,-6.6
CC1=CC=2C(C3=CC=CC=C13)=C(C=C4C=CC=CC4)C(=O)NN(O)C=2O,-8.1
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CCC3=C1C4=CC(Br)=CC=C4Cl,-7.3
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=C(N)C3=C1C4=CC=CC=C4,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C(N)=CCC3)C1C4=CC(C)=CC=C4F,-6.6
CC1=CC2CNC(=O)NC2C3=C(C)CC(Cl)=CC3=C1C4=CC=CC=C4F,-6.8
CC1=CC2=CCNC(=O)NC2C3C(=O)CC=C(F)C3=C1C4=CC=CC(C)=C4,-8.3
CC=C1C(=CC(C2=CC(C)=CC=C2F)C=CC3=CC(=O)NC(=O)NC3)C=CC1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=CC3=C1C4=C(F)C=CC(Cl)=C4O,-8.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(N)=NCC3=C1C4=CC=CC(C)=C4,-8.3
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)=CCC3=C1,-8.6
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(C)OC3=C1C4=CC(C)=CC=C4F,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C(=CC=CBr)C=C1C3=CC(Cl)=CC=C3C,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CCCC=C(C)C3=C1C4=CC=CC=C4F,-7.6
CC1=CC2=CC(=O)NC(=O)NC2C3=C1C(Br)=C(NNO)C3=CC4=CC=CC=C4,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CC(O)C3=C1,-8.3
CC1=CC2=C(O)C(=O)NCNC2C3=CC(CC4=CC=CC=C4)C=CC3=C1,-8.0
CC1C=CC2=C(C)C(C3=CC=CC=C3)=CC4=C(CCC=C4)C2NC(=O)N1,-6.9
C1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(C4=CC=CC=C4)CC=C(O)C3=C1,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(N)C(Cl)=CC3=C1C4=CC=CC(C)=C4,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(Cl)C(C)C3=C1C4=CC=CC(C)=C4,-8.2
CC1=CC=2C(C3=CC=CC=C13)=C(OC=C4C=CC=CC4)C(OO)NNC=2,-6.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(Cl)=CC3=C1C4=C(C)C=CC=C4F,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3C(=C1)C=CCC(C4=CC=CC=C4F)C3,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(N)=CCC3=C1C4=CC=CC(Cl)=C4,-8.2
CC1=CC2=CC=C(O)C=C2C1=C3C=C(C)C=C3C=CC4=CC(=O)NC(=O)NC4,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3=C1CC4=CC=CC(F)=C4,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Br)=CC3=CC1,-6.3
C=C1C=C(C)C=C2C1=C3C=CCC=C3C4=C(C=C2)CNC(=O)NC4,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C4CC4=C(C)C3=C1C5=CC(Br)=CC=C5F,-6.7
CC1=CC(F)C2=C(C3=CC=CC(C)=C3)C(C)=CC4=CC(=O)NC(=O)NC4C2=C1C,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(O)=CCC3=C1C4=CC=CC(Cl)=C4,-8.1
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(C4=CC=CC=C4)CC=C3C1,-6.6
CC1=CC2=CCN(O)C(=O)C2C3=CC(C)(C4=CC=CC=C4)CC=CC3=C1,-7.3
CC1=CC2=CCNC(=O)NC2C3=CCC(O)=C(Cl)C3=C1C4=CC=CC(Cl)=C4,-6.7
CC1=CC2=CC(=O)C(N)NC2C3=C(C)C=CCC3=C1C4=CC(C)=CC=C4F,-7.2
CC1=CC(=O)C2=CC(C)(C3=CC=CC=C3)CC=CC2=CC1,-6.3
CCC1=CC=CC=C1C2=CC3=CC=C(Br)C(C)=C3C4NC(=O)NC(=O)C=C24,-6.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Cl)=C(C)C3=C1C4=CC=CC=C4F,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=CC3=C1CC4=CC=CC(Cl)=C4,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3C(=C1C4=CC=CC(C)=C4)C3Cl,-6.5
CC1=CC2CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4F)CC=CC3=C1,-8.0
CC1=CC2=CC(N)C(=O)NC2C3=CCC=CC3=C1C4=CC(C)=CC=C4F,-7.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC=C(N)C3=C1C4=CC=CC(Cl)=C4,-8.3
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC=C(O)C(C4=CC=CC=C4)C3=C1,-6.4
CCC1=CC=CC(C2=C3CC=C(Br)C(C)=C3C4NC(=O)NC(=O)C=C4C2)=C1,-7.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(Br)=CC(=CCl)C3=C1C4=CC=CC(C)=C4,-7.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)C(C4=CC=CC=C4)CC3=C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C(=CC(C)C3=CC=CC(F)=C3)C(C)=C1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3CC=CC3=C1C4=C(F)C=CC(C)=C4C,-8.4
CC1=CCC(N=O)C2=CC(C)(C3=CC=CC=C3)CCOC2=C1,-6.8
CC1=CCC(NC(=O)CO)C2=CC(C3=CC=CC=C3)C=CCC2=C1,-6.1
CC1=CC2=CC(=O)NC(=O)NC2N3C=CCC=CC3=C1CC4=CC=CC=C4,-7.1
CNC(=O)NC1CC=C(C)C(C2=CC(C)=CC=C2F)=C3C=CCC=C31,-5.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C=C(Br)CC3)C=C1C4=CC=CC=C4N,-7.9
CC1=CC2=CC(=O)NCNC2C(=O)C(C)=C1C3=CC(Br)=CC=C3F,-7.8
C=CC1=CC=CC=C1C2=CC(C)=CC3=CC(=O)N(O)CNC3C2=CF,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)CC3=C1C4=CC=CC=C4,-7.7
CC1=CC2=CC(=O)NC(=O)C(N)C2C3=CCC(Cl)=CC3=C1C4=CC=CC=C4F,-6.3
CC(F)=CC1=C(O)CNC(=O)NC1C2=CC(C3=CC=CC=C3)CC=CC2,-6.3
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C=CC=C3C1,-7.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C1C4=C(F)C=CC(C)=C4CC=CC3C,-6.7
CC1=C2CC(=O)NC(=O)N2CC3=CC(C4=CC=CC=C4)C=C3C=C1,-6.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC3=C1C4=CC=CC(Cl)=C4Br,-7.9
CC1=CC2=CN(O)CNC2C3=CCC=CC4=CC=CC=C4C3=C1,-7.6
C1=C2CC3=CC=CC=C3C4=C2C(=CC1)C5C(=O)NC(=O)C=CC5=CC4C,-7.7
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Cl)=C(F)C3=C1C4=CC=CC(C)=C4,-8.9
CC1=CC2=CC(=O)NCNC2C3=C(C)C=CCOC3=C1C4=CC(C)=CC=C4F,-7.7
CC1=CC2=CC(=O)N(C)NC2C3=CC=CCC3=C1C4=CC(C)=CC=C4F,-6.6
CC1=CC2=CC(=O)NN(C)C2C3=CC(C)(C4=CC=CC=C4)CC=CC3=C1,-7.4
CC1=C2C(=C(C3=CC=CC(C)=C3)C=CC4=CC(=O)NC(C)NC42)C(Br)=C1,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(C4=CC=CC=C4Cl)CCOC3=C1,-7.4
O=C1C=C2CCC=C3CC=CC(C4=CC=CC=C4)C=C3C2NC(=O)N1,-7.2
CC1=CC2=CC(=O)NC(=O)N(C)C2C3C=CCC3=C1C4=CC(C)=CC=C4F,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3C(C)=C(C)CC(O)C3=C1C4=CC=CC(C)=C4,-7.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CCCC=CC3=C1C4=CC(Br)=CC=C4F,-8.3
CC1=CC2=CC(=O)NC(=O)NC2C3CC=CCC3=C1C4=CC=CC(N)=C4C,-7.3
C=C1CCC(C)(C2=CC=CC=C2)C=C1C3NC(=O)NC(=O)C=C3C=C(C)Br,-5.9
CC1=CC2=CC(=O)NCNC2C3=C(O)CC=CC3=C1C4=CC(Cl)=CC=C4F,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(C4=CC=CC(Cl)=C4)CC3=C1,-6.6
CC1=CCC2=C(C3=CC=CC=C3)C(C)=CC4=CC(=O)NCNOC4(O)C2=C1Br,-7.1
CC1=CC2=CC(=O)NCC2(O)C3=CC(C)(C4=CC=CC=C4)CCC3=C1,-7.2
CCC1=C(C)C2C(=C(C3=CC=CC(O)=C3)C(C)=CC4=CC(=O)NC(=O)NC42)CC1,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C3C(C)=C(C)CCC3=C1C4=CC(N)=CC=C4C,-8.5
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4F)CC=CC3=C1,-8.7
CC1=CC2=CCNC(=O)NC2C3=C(C=C1C4=CC=CC=C4N)C(=O)CC3,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC(Cl)C3=C1C4=CC=CC(C)=C4C,-8.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)C(C)C3=C1C4=CC(C)=CC=C4F,-7.7
O=C1C=CC2=CCC(C3=CC=CC=C3F)=CC4=C(CCC=C4)C2N1,-7.2
CC1=CC2=CC(=O)[NH1]C(=O)C=C2C3=C(C)C=CC(Cl)C3=C1C4=CC=CC=C4O,-7.1
CC=CC1=CC(=O)NC(=O)NC1C2=CC(C3=CC=CC(F)=C3)CC=CC2=NC,-6.8
CC1=C(C)C2C(=C(C3=CC=CC(O)=C3C)C=C4C=CC(=O)NC(=O)C42)CC1,10000.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=CC3=C1C4=CC(Cl)=C(S)C=C4F,-6.0
CC1=CC2=CCNC(=O)NC2C3=C(C)C(Br)C=CC3=C1C4=CC=CC(C)=C4,-7.5
CC1=CC2=C(C)CNC(=O)NC2C3=CC(C)(C4=CC=CC=C4)C=CC3=C1,-7.2
CC1=CC2=C([NH1]C(=O)[NH1]C2=O)C3=C(C)C=CC(F)C3=C1C4=CC=CC(C)=C4,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(C)C(Cl)C3=C1C4=CC=CC(C)=C4,-8.6
CC1=C2C(=C(C3=CC=CC=C3O)C=CC4=CCNC(=O)NC42)C(Cl)C=C1,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(C)=C(Br)C3=C1C4=CC=CC(C)=C4,-8.7
CC1=C2C(=C(C3=CC=CC=C3O)C(N)=CC4=CC(=O)NC(=O)C42)C(Cl)C=C1,-6.1
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(C)=CC3=C1Cl,-6.8
CCC1=C2C=C(C)C(C3=CC=CC=C3)=CC4=C(CCC=C4)C2NC(=O)NC1=O,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C(C)C=C(O)C3=C1,-7.8
COC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CCC3)C=C1C4=CC=CC=C4Br,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(CCC4=CC=CC=C4)CCC3=C1,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=CC3=C1NC4=CC=CC=C4F,-7.1
CC1=CC(=O)NC(=O)NC1C2=CCC(C)=C3CC4=CC=CC=C4C23,-6.6
COC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CCC3)C=C1C4=CCC=C4,-8.1
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC3C=C1C4=CC(C)=CC=C4F,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CCCC3=C1C4=CC=CC=C4,-7.6
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C(Cl)=C(O)C3=C1,-7.3
CC1=C(C2=CC=CC=C2)C3=CC(=O)NC(=O)NC3C4=CC(C)(C)CC4=C1,-7.3
CC1=CC2=CC(=O)NC(=O)NN2C3=CC(C)(C4=CC=CC=C4)CCC3=C1,-7.6
CC1=CC=CC(C2=C3C=CCC(C)N3C4NC(=O)NC(=O)C=C4CO2)=C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4F)CC13,-6.7
CC1=CC2=CC(=O)NC2C3=CCN=C(N)C3=C1C4=CC=CC(C)=C4,-8.0
CC1=CC2=CC(=O)NCC2(O)C3=CC(C)(C4=CC=CC=C4)CC=CC3=C1,-7.0
CC1=CC2=CC(=O)NCNC2C3=C(C)CC(Cl)C3=C1C4=CC=CC=C4F,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3C(C)=C(C)CCC3C4=CC=CC(Cl)=C41,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CC(Cl)C3=C1C4=CC=CC=C4,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CCN=C(N)C3=C1SC4=CC=CC(Cl)=C4,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(Br)=CCC3=C1NC4=CC=CC(C)=C4,-7.1
CC1=CC2=CC(=O)NCNC2C3=CC(C)(OC4=CC=CC=C4)CCC3=C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2N3C(C)CC=C(Cl)C3=C1C4=CC=CC(C)=C4,-7.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(F)C3=C1C4=CC(C)=CC=C4C,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C=C3CC(Cl)=C(NC4=CC=CC=C4)C3=C1,-7.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)CC(C)C3=C1C4=CC=CC(C)=C4,-7.6
CC1=CC2=CC(N)C(=O)NC2C3=C(C)CC=C(F)C3=C1C4=CC=CC(C)=C4,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C=C1C4=CC=CC=C4)C(O)=CC3,-7.0
CC(C)=CC1=CC(=O)NC(=O)NC1C2=CC(C)(C3=CC=CC=C3)CCOC2,-6.6
CC1=CC2=C(C)NC(=O)NC2C3=C(C)C=CC(O)C3=C1C4=CC=CC(Cl)=C4,-6.7
CC1=CC2=CC(=O)NC(=O)C2C3=C(C)C=CCC3=C1C4=CC(N)=CC=C4F,-7.0
CCCC1=CC=CC=C1C2=C3CCC(C)=C(C)C3C4NC(=O)NC(=O)C=C4C2,-6.9
CC1=CC=CC(C2=C3CC(Br)=CC=C3C4NC(=O)CC=C4C=C2O)=C1,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Cl)CC3=C1C4=CC=CC=C4F,-8.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)CC3=C1C4=CC(C)=CC=C4F,-8.4
CCC1=CC=CC=C1C=C2C(=CC(Br)=C2ONO)C3NC(=O)NC(=O)C=C3C,-6.7
CC1(C2=CC=CC=C2)C=C3C(=CCC=CC4=CC(=O)NC(=O)NC43)C1,-7.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(F)C4=CC=CC(=C43)C1,-7.6
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(C)C=C3C4=CC(C)=CC=C41,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(Br)C=C(Cl)C3=C1C4=CC=CC(C)=C4,-8.4
CC1=CC2=CCNC(=O)NC2C3=C(O)C(C4=CC=CC=C4F)CC=CC3=C1,-7.2
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC(O)=C4)CC=CC3=C1,-8.6
CCC1=CC2=CC(=O)NC(=O)NC2C3=C(Br)C=CC(Cl)C3=C1C4=CC=CC(O)=C4,-8.2
CCC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)=CC13,-6.8
C=C1C2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3=C(C4=CC(C)=CC=C4F)C1C,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C3C(C)=C(C)CCC3=C(C4=CC=CC=C4)C1,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C=C3CC(C)=C4CC5=CC=CC=C5C1=C34,-7.2
CC1=C(O)C2=CC(=O)NCNC2C3=CN(C)C=CC3=C1C4=CC=CC=C4,-7.3
CC1=C(N)C2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC(F)=C4)C=CCC3=C1,-7.5
CC1=CC(=O)NC(=O)NC1C2=CC(Br)=C(NNO)C2=C(Br)C3=CC=CC=C3,-6.3
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(C4=CC=CC=C4)CNC3=C1,-8.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CC=C(Br)C3=C1S,-7.9
CC1=CC2=CC(=O)NCC2C3=CC(C)(C4=CC=CC=C4)CC=CC3=C1,-7.6
CC=CC1=CC(=O)NC(=O)NC1C2=CC(C3=CC=CC(F)=C3)CC=CC2=CN,-6.7
CC1=CCC(C2=CC=CC=C2)C=C3C1=CC=CC4=CC(=O)NC(=O)NC43,10000.0
CC1=CC=CC(C2=C3CC=CC(C)N3C4NC(=O)NC(=O)C=C4C=C2F)=C1,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(O)=C(Br)CC3=C1C4=CC=CC(C)=C4,-8.3
CC1=C2C(=C(CC3=CC(N)=CC=C3F)C(O)=CC4=CC(=O)NC(=O)NC42)CC=C1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC(Cl)C3=C1C4=CC=CC(N)=C4,-8.4
CC1=CC2=CC(C)=C(O)C3=CC(=O)NCNC3C2=CC4=CC=CC=C41,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Cl)=CC3=C1CC4=CC=CC(C)=N4,-7.3
CC=C1C=CCC(C)(C2=CC=CC=C2)C=C1C3NC(=O)NC(=O)C=C3C,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=C(C)C=C3C1=CCCC(C)=CN,-6.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(F)C(C4=CC=CC=C4)CC=C(Cl)C3=C1,-8.0
CC1=CC2CC(=O)NC(=O)N2C3=CC(C4=CC=CC=C4)CC=C(Cl)C3=C1,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(Cl)=C(NC4=CC=CC(Cl)=C4)C3C1,-6.8
CC=CCC(Cl)=C1C=C(C2=CC=CC=C2F)C(C)=CC3=CC(=O)NC(=O)NC31,-7.6
CC1=CC2=CC(=O)N(O)CNC2C3=C(C)CC=CC4=CC=CC=C4C3=C1,-8.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3N1C4=CC(C)=CC=C4F,-6.6
CC1=CC=2C(C3=CC=CC=C13)=C(OC=C4C=CC=CC4)C(=O)N(OO)NC=2,-6.9
O=C1C=C2C=C(OO)C(CC3=CC=C4C=C34)=CC5=C(CCC=C5)C2NC(=O)N1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=C(Br)CC3=C1C4=CC=CC(Cl)=C4,-8.4
CC1=CC2=CC(=O)NC(=O)NC2CC(C(=CCCN)NO)=C1C3=CC=CC=C3,-7.0
CC1=CC2=CC(=O)N(O)CN2C3=CC(C4=CC=CC=C4)CC=CC3=C1,-7.4
C=C1C=C(C)C=C2C1=C3C=CCC=C3CC4=CC(=O)NC(=O)NC4=C2,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(N)(C4=CC=CC=C4)C=CC3=C1,-6.1
CC1=CC2=C(C)C(=O)NCC2C3=C(C=CC(=O)C3)C=C1C4=CC=CC=C4,-7.8
O=C1NCC(O)=C2C=CCC=C3C=CCC(C4=CC=CC=C4)C=C3C2N1,-6.5
CC1=CC2C(=C(C3=CC=CC(C)=C3C)C(C)=CC4=CC(=O)NC(=O)NC42)CC1,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Br)=CC3=C1C4=CC=CC=N4,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C4=CC=CC=C4)C=CC(Br)C3=C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(Cl)=C(NO)C3=C1C4=CC=CC(Cl)=C4,-8.9
CC1=C2C(=C(C3=CC=CC(C)=C3)C(=O)C=CC4=CC(=O)NCNC42)C=C(Cl)C1,-6.5
CC1=C(C)C2C(=C(C3=CC=CC(O)=C3)C(C)=C4C=CC(=O)NC(N)C42)CC1,-6.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C1C4=CC=CC=C4CC(=CCC)C3,-6.7
CCOC1=CC(=O)NC(=O)NC1C2=C(C)CC(Br)=CC2=CC3=CC=CC(C)=C3,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C=C3C(Br)=C(NNO)C4=CC=CC=C4C=C31,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(F)C3=C1C4=CC(C)=CC(C)=C4,-7.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC=C(C)C(C)C3=C1C4=CC=CC(C)=C4,-6.8
O=C1C=C2C=CC(C3=CC=CC=C3F)=CC4=C(CCC=C4)C2NC(=O)N1,10000.0
C=CC1=CC(=O)NC(=O)NC1C2=C(C)C=CCC2=C(CC)C3=CC(C)=CC=C3F,-6.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(Br)=CCC3=C1CC4=NC=CC=C4C,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(CC4=CC=CC=C4F)CCOC3=C1,-6.3
CC1C2=CC(=O)NC(=O)NC2C3=CCC(Cl)=CC3=C1C4=CC=CC=C4F,-7.3
CC1=CC2=CC(=O)NC(=O)NC2CC(C)(N)C=C1C3=CC=CC(C)=C3,-6.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(O)=C(Br)CC3=C1C4=CC=CC(C)=C4,-8.3
CC1=C2C(=C(C3=CC=CC=C3F)C=CC4=CC(=O)NC(=O)NC42)C=C(Cl)C1,-7.3
CC1=CCC2=C(C3=CC=CC=C3C)C=CC4=CC(=O)NC(=O)NC4(O)C2=C1Br,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)C=CC3=C1C4=CC(Cl)=CC=C4F,-8.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC=C(F)C13C4=CC=CC(C)=C4C,-7.2
CC1=CC2=CC(=O)NC(=O)NC2CC(CC=C=O)=C1C3=CC=CC(C)=C3,-8.3
CC1=CC2=CCNC(=O)NC2C3=C(C)CC=C4C3=C1C5=CC=CC=C54,-6.6
CCC1=C2C(=C(C3=CC=CC(C)=C3)C=CC4=CC(=O)NC(=O)NC42)CC1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CCC(Cl)=C13,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(CC4=CC=CC=C4)C=C(Cl)C3=C1,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)N=C(N)CC3=C1C4=CC=CC(Cl)=C4,-8.4
CC1=C2C(=C(C3=CC=CC(C)=C3)C(O)=CC4=CC(=O)NCNC42)C(F)=CC1,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=C(Br)CC4=C(C)C=CC(F)=C4C3=C1,-7.5
CC1=CC2=CC(=O)NCNC2C(=O)C=C1C3=CC=CC(C)=C3,-7.4
CC1=CC2=C(C)C(=O)NC(=O)NC2C3=C(C=CCC3)C=C1C4=CC=CC=N4,-8.0
CC1=CC2=C(O)C(=O)NCNC2C(=CC3=CC=CC=C3)CC(C)=C1,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C(C)CC=CC3=C1,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)C=C3C4=CC=CC=C41,-7.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(F)C3=C1C4=CC=CC=C4Cl,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(Br)=C(NSN)C3=C1OC4=CC=CC=C4,-6.6
CC1=C2C(=CCC3=C(CC4=CC=CC(C)=C4)C(=O)NC(=O)NC32)C(F)=CC1,-6.6
CC1=CC2=C(NC(=O)N(O)C2)C3=CC(C4=CC=CC=C4)C=CCC3=C1,-6.7
COC=C1C2=CC(=O)NC2C3=C(C)C=CC(Cl)C3=C1C4=CC=CC(C)=C4,-7.4
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)C=CC13,-6.8
CC=C1C2=CC(=O)NC(=O)NC2C=C3N(C4=CC=CC=C4)CCC(C)=C(C)C3=C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(Br)=CCC3=C1NC4=CC=CC=C4,-7.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(Cl)C3=C1C4=CC=CC(C)=C4N,-8.6
COC1=CC2=CC(=O)NC(N)C2C3=C(C)CC(Cl)=CC3=C1C4=CC=CC=C4F,-6.0
